InvoiceNo,InvoiceDate,CustomerID,Country,StockCode,Description,Quantity,UnitPrice,TotalPrice
2390,2011-03-23,515,UK,P7096,Electronics,2,244.41,488.82
2390,2011-03-23,515,UK,P2845,Home,5,68.52,342.59999999999997
2391,2011-05-12,515,UK,P9778,Clothing,4,18.14,72.56
2391,2011-05-12,515,UK,P1138,Books,4,95.31,381.24
2391,2011-05-12,515,UK,P6352,Electronics,5,115.42,577.1
2391,2011-05-12,515,UK,P7380,Home,5,40.35,201.75
2391,2011-05-12,515,UK,P1015,Home,3,46.2,138.60000000000002
2392,2011-06-15,516,UK,P8871,Books,4,54.69,218.76
2392,2011-06-15,516,UK,P7352,Clothing,3,21.1,63.300000000000004
2392,2011-06-15,516,UK,P7542,Books,3,46.09,138.27
2392,2011-06-15,516,UK,P3118,Home,1,41.56,41.56
2392,2011-06-15,516,UK,P2831,Clothing,3,79.56,238.68
2393,2011-06-26,516,UK,P4167,Books,2,82.29,164.58
2393,2011-06-26,516,UK,P2047,Clothing,1,23.81,23.81
2394,2011-02-01,516,UK,P4554,Clothing,5,42.99,214.95000000000002
2394,2011-02-01,516,UK,P9373,Electronics,3,43.6,130.8
2394,2011-02-01,516,UK,P8315,Sports,-1,23.63,23.63
2395,2011-07-30,517,UK,P9631,Sports,5,43.0,215.0
2395,2011-07-30,517,UK,P4263,Electronics,2,85.63,171.26
2395,2011-07-30,517,UK,P4593,Electronics,-5,187.5,937.5
2395,2011-07-30,517,UK,P3754,Books,4,20.92,83.68
2395,2011-07-30,517,UK,P4222,Electronics,-1,257.26,257.26
2396,2011-04-12,517,UK,P2578,Sports,4,80.26,321.04
2396,2011-04-12,517,UK,P6351,Electronics,3,141.1,423.29999999999995
2397,2011-04-14,518,France,P7847,Home,5,62.07,310.35
2398,2011-06-14,519,Netherlands,P8390,Sports,-5,92.02,460.09999999999997
2398,2011-06-14,519,Netherlands,P3687,Books,5,59.87,299.34999999999997
2399,2011-05-04,520,UK,P4388,Clothing,5,25.7,128.5
2399,2011-05-04,520,UK,P4339,Sports,5,44.08,220.39999999999998
2400,2011-04-26,520,UK,P2868,Electronics,5,229.41,1147.05
2400,2011-04-26,520,UK,P8452,Sports,4,67.98,271.92
2400,2011-04-26,520,UK,P5992,Electronics,2,191.89,383.78
2400,2011-04-26,520,UK,P4110,Electronics,1,234.03,234.03
2401,2011-04-11,520,UK,P3496,Clothing,2,90.46,180.92
2401,2011-04-11,520,UK,P4666,Electronics,5,244.36,1221.8000000000002
2402,2011-07-30,521,UK,P1324,Sports,4,58.97,235.88
2403,2011-06-10,521,UK,P1711,Books,-4,76.65,306.6
2403,2011-06-10,521,UK,P3736,Books,3,78.12,234.36
2403,2011-06-10,521,UK,P5364,Electronics,5,183.31,916.55
2403,2011-06-10,521,UK,P8652,Clothing,1,25.01,25.01
2404,2011-08-01,521,UK,P9243,Books,1,81.77,81.77
2404,2011-08-01,521,UK,P7864,Electronics,3,205.42,616.26
2404,2011-08-01,521,UK,P9864,Sports,5,17.75,88.75
2404,2011-08-01,521,UK,P3919,Home,3,51.74,155.22
2405,2011-02-17,522,UK,P7541,Books,3,25.66,76.98
2405,2011-02-17,522,UK,P6798,Sports,4,40.37,161.48
2405,2011-02-17,522,UK,P8343,Sports,1,11.63,11.63
2405,2011-02-17,522,UK,P3662,Clothing,3,46.03,138.09
2406,2011-04-07,522,UK,P1147,Home,4,59.49,237.96
2406,2011-04-07,522,UK,P1368,Books,3,65.76,197.28000000000003
2406,2011-04-07,522,UK,P3338,Books,3,69.71,209.13
2406,2011-04-07,522,UK,P5989,Sports,4,85.27,341.08
2406,2011-04-07,522,UK,P7493,Electronics,4,107.02,428.08
2407,2011-05-14,522,UK,P8492,Sports,1,20.84,20.84
2408,2011-07-11,523,Netherlands,P5656,Home,5,97.73,488.65000000000003
2408,2011-07-11,523,Netherlands,P9340,Books,-3,85.83,257.49
2408,2011-07-11,523,Netherlands,P5952,Clothing,5,55.08,275.4
2408,2011-07-11,523,Netherlands,P5734,Electronics,4,256.38,1025.52
2409,2011-05-15,523,Netherlands,P9788,Home,2,18.76,37.52
2409,2011-05-15,523,Netherlands,P5799,Sports,1,37.28,37.28
2409,2011-05-15,523,Netherlands,P5751,Sports,-5,67.44,337.2
2409,2011-05-15,523,Netherlands,P3730,Home,1,41.5,41.5
2409,2011-05-15,523,Netherlands,P6352,Sports,4,93.55,374.2
2410,2011-02-08,524,France,P8515,Clothing,4,15.91,63.64
2411,2011-06-09,525,France,P1296,Sports,5,42.81,214.05
2411,2011-06-09,525,France,P5139,Sports,2,85.93,171.86
2411,2011-06-09,525,France,P4628,Home,5,27.54,137.7
2412,2011-02-27,525,France,P1674,Sports,5,84.42,422.1
2412,2011-02-27,525,France,P9861,Home,4,60.64,242.56
2412,2011-02-27,525,France,P8761,Sports,2,78.6,157.2
2412,2011-02-27,525,France,P7815,Home,1,74.22,74.22
2412,2011-02-27,525,France,P8324,Clothing,1,28.68,28.68
2413,2011-06-01,525,France,P6651,Electronics,1,175.92,175.92
2414,2011-06-06,525,France,P6830,Electronics,5,234.21,1171.05
2414,2011-06-06,525,France,P6856,Clothing,1,48.89,48.89
2414,2011-06-06,525,France,P5277,Books,-3,96.99,290.96999999999997
2414,2011-06-06,525,France,P9869,Sports,2,50.7,101.4
2415,2011-03-24,526,UK,P8861,Books,-5,95.65,478.25
2415,2011-03-24,526,UK,P3654,Electronics,1,127.35,127.35
2415,2011-03-24,526,UK,P4343,Books,-1,88.13,88.13
2415,2011-03-24,526,UK,P3013,Books,3,89.31,267.93
2416,2011-01-20,526,UK,P5129,Home,3,41.52,124.56
2416,2011-01-20,526,UK,P1708,Clothing,5,17.49,87.44999999999999
2417,2011-05-16,527,UK,P7131,Sports,4,53.67,214.68
2417,2011-05-16,527,UK,P7190,Clothing,3,80.01,240.03000000000003
2417,2011-05-16,527,UK,P6639,Clothing,2,44.41,88.82
2417,2011-05-16,527,UK,P8826,Sports,5,49.88,249.4
2418,2011-03-25,527,UK,P3962,Books,2,43.86,87.72
2418,2011-03-25,527,UK,P4865,Electronics,-5,136.63,683.15
2418,2011-03-25,527,UK,P1481,Clothing,3,57.34,172.02
2419,2011-04-25,527,UK,P6335,Books,3,82.79,248.37
2419,2011-04-25,527,UK,P8161,Home,5,42.56,212.8
2419,2011-04-25,527,UK,P4797,Home,-2,57.18,114.36
2419,2011-04-25,527,UK,P9013,Sports,2,70.37,140.74
2420,2011-03-10,527,UK,P4574,Home,3,34.25,102.75
2420,2011-03-10,527,UK,P1923,Electronics,2,119.12,238.24
2421,2011-03-10,528,UK,P8738,Electronics,1,185.53,185.53
2421,2011-03-10,528,UK,P8590,Clothing,2,55.86,111.72
2422,2011-06-12,528,UK,P9938,Books,3,59.12,177.35999999999999
2422,2011-06-12,528,UK,P6259,Clothing,5,42.35,211.75
2423,2011-07-28,528,UK,P6001,Sports,3,17.33,51.989999999999995
2423,2011-07-28,528,UK,P6122,Clothing,3,27.4,82.19999999999999
2423,2011-07-28,528,UK,P9230,Electronics,4,250.4,1001.6
2424,2011-04-30,528,UK,P6504,Electronics,-4,144.7,578.8
2424,2011-04-30,528,UK,P1772,Electronics,5,156.0,780.0
2424,2011-04-30,528,UK,P5232,Home,3,14.74,44.22
2424,2011-04-30,528,UK,P8726,Books,4,13.38,53.52
2424,2011-04-30,528,UK,P6842,Clothing,3,74.55,223.64999999999998
2425,2011-03-14,528,UK,P5846,Books,5,58.43,292.15
2425,2011-03-14,528,UK,P5919,Electronics,4,164.2,656.8
2425,2011-03-14,528,UK,P5741,Sports,4,31.88,127.52
2426,2011-01-20,529,UK,P1496,Clothing,4,77.03,308.12
2426,2011-01-20,529,UK,P4567,Clothing,2,25.14,50.28
2426,2011-01-20,529,UK,P2124,Books,1,27.09,27.09
2427,2011-07-06,529,UK,P3985,Clothing,5,51.46,257.3
2427,2011-07-06,529,UK,P9290,Books,1,35.77,35.77
2428,2011-05-27,529,UK,P3852,Sports,1,32.27,32.27
2428,2011-05-27,529,UK,P1157,Books,5,68.07,340.34999999999997
2429,2011-06-10,530,France,P6135,Clothing,3,34.63,103.89000000000001
2429,2011-06-10,530,France,P6009,Clothing,1,98.2,98.2
2429,2011-06-10,530,France,P4484,Books,3,63.66,190.98
2429,2011-06-10,530,France,P9386,Home,2,73.88,147.76
2430,2011-01-31,530,France,P6836,Sports,5,10.66,53.3
2431,2011-05-07,530,France,P7250,Clothing,3,56.64,169.92000000000002
2431,2011-05-07,530,France,P8253,Books,1,13.38,13.38
2431,2011-05-07,530,France,P7512,Books,2,61.23,122.46
2431,2011-05-07,530,France,P4677,Sports,1,92.87,92.87
2432,2011-03-13,530,France,P5209,Clothing,5,97.16,485.79999999999995
2432,2011-03-13,530,France,P6594,Books,4,58.65,234.6
2432,2011-03-13,530,France,P1475,Electronics,5,154.35,771.75
2432,2011-03-13,530,France,P6575,Electronics,-1,249.28,249.28
2433,2011-06-16,531,France,P6576,Sports,2,51.92,103.84
2434,2011-03-02,531,France,P9553,Electronics,5,111.85,559.25
2435,2011-04-25,532,Netherlands,P8500,Sports,3,42.11,126.33
2435,2011-04-25,532,Netherlands,P7077,Sports,3,24.78,74.34
2435,2011-04-25,532,Netherlands,P6710,Books,3,55.33,165.99
2435,2011-04-25,532,Netherlands,P2821,Sports,2,84.72,169.44
2435,2011-04-25,532,Netherlands,P2170,Sports,1,69.76,69.76
2436,2011-06-01,532,Netherlands,P2212,Books,5,40.45,202.25
2436,2011-06-01,532,Netherlands,P4072,Clothing,3,94.2,282.6
2436,2011-06-01,532,Netherlands,P8571,Sports,4,92.1,368.4
2436,2011-06-01,532,Netherlands,P9669,Electronics,3,105.82,317.46
2436,2011-06-01,532,Netherlands,P2620,Home,3,13.55,40.650000000000006
2437,2011-03-08,533,Netherlands,P7409,Books,2,76.72,153.44
2437,2011-03-08,533,Netherlands,P4565,Sports,-1,84.48,84.48
2437,2011-03-08,533,Netherlands,P6598,Electronics,2,253.73,507.46
2437,2011-03-08,533,Netherlands,P2342,Books,5,90.09,450.45000000000005
2438,2011-06-21,534,UK,P6514,Electronics,3,113.1,339.29999999999995
2438,2011-06-21,534,UK,P1371,Sports,1,51.37,51.37
2438,2011-06-21,534,UK,P3734,Sports,5,66.57,332.84999999999997
2438,2011-06-21,534,UK,P1769,Electronics,4,173.66,694.64
2438,2011-06-21,534,UK,P7966,Home,3,76.84,230.52
2439,2011-06-04,534,UK,P7122,Clothing,2,35.18,70.36
2439,2011-06-04,534,UK,P9822,Electronics,3,175.17,525.51
2439,2011-06-04,534,UK,P1194,Electronics,4,82.19,328.76
2439,2011-06-04,534,UK,P7464,Home,2,47.23,94.46
2439,2011-06-04,534,UK,P4950,Electronics,1,211.28,211.28
2440,2011-07-15,534,UK,P9726,Electronics,2,200.21,400.42
2441,2011-06-18,535,Germany,P6163,Home,2,49.65,99.3
2441,2011-06-18,535,Germany,P7989,Home,1,87.13,87.13
2441,2011-06-18,535,Germany,P9701,Electronics,-5,198.42,992.0999999999999
2441,2011-06-18,535,Germany,P9229,Home,5,89.42,447.1
2442,2011-02-23,535,Germany,P3222,Home,-3,28.32,84.96000000000001
2443,2011-05-21,535,Germany,P9698,Books,1,88.6,88.6
2443,2011-05-21,535,Germany,P7587,Books,2,15.38,30.76
2444,2011-05-07,536,Netherlands,P7569,Clothing,3,56.09,168.27
2445,2011-06-09,536,Netherlands,P1988,Clothing,3,94.66,283.98
2445,2011-06-09,536,Netherlands,P8048,Electronics,3,74.32,222.95999999999998
2446,2011-02-07,536,Netherlands,P2408,Home,4,41.7,166.8
2446,2011-02-07,536,Netherlands,P4922,Home,4,87.09,348.36
2446,2011-02-07,536,Netherlands,P6850,Sports,4,45.64,182.56
2447,2011-03-15,537,France,P1697,Books,3,44.7,134.10000000000002
2448,2011-08-01,537,France,P3977,Sports,2,92.39,184.78
2448,2011-08-01,537,France,P9924,Books,1,78.57,78.57
2449,2011-07-27,538,UK,P5085,Books,1,33.6,33.6
2449,2011-07-27,538,UK,P7188,Home,2,49.25,98.5
2449,2011-07-27,538,UK,P7753,Home,-3,24.12,72.36
2449,2011-07-27,538,UK,P8566,Electronics,1,249.78,249.78
2450,2011-05-04,538,UK,P5908,Home,5,79.02,395.09999999999997
2450,2011-05-04,538,UK,P7116,Books,-3,34.15,102.44999999999999
2451,2011-03-14,538,UK,P3217,Clothing,5,63.17,315.85
2452,2011-06-16,538,UK,P7876,Electronics,3,205.68,617.04
2452,2011-06-16,538,UK,P9341,Clothing,4,94.72,378.88
2453,2011-05-02,539,UK,P4766,Books,1,89.35,89.35
2453,2011-05-02,539,UK,P1354,Sports,3,56.37,169.10999999999999
2453,2011-05-02,539,UK,P1735,Sports,4,79.72,318.88
2454,2011-06-12,539,UK,P1058,Books,3,60.59,181.77
2454,2011-06-12,539,UK,P9791,Sports,2,59.74,119.48
2454,2011-06-12,539,UK,P5417,Home,5,20.33,101.64999999999999
2454,2011-06-12,539,UK,P4885,Home,3,21.35,64.05000000000001
2455,2011-05-20,539,UK,P3019,Books,2,57.66,115.32
2455,2011-05-20,539,UK,P1348,Books,3,34.2,102.60000000000001
2455,2011-05-20,539,UK,P2963,Books,5,11.89,59.45
2455,2011-05-20,539,UK,P5439,Electronics,4,205.95,823.8
2455,2011-05-20,539,UK,P4412,Electronics,2,71.33,142.66
2456,2011-02-03,540,UK,P8261,Books,2,59.65,119.3
2456,2011-02-03,540,UK,P4834,Home,5,85.7,428.5
2456,2011-02-03,540,UK,P8780,Clothing,4,99.72,398.88
2456,2011-02-03,540,UK,P2544,Books,1,48.73,48.73
2456,2011-02-03,540,UK,P2846,Clothing,1,38.83,38.83
2457,2011-06-30,540,UK,P7486,Electronics,2,241.8,483.6
2457,2011-06-30,540,UK,P3733,Clothing,3,27.21,81.63
2457,2011-06-30,540,UK,P3791,Electronics,-3,185.01,555.03
2457,2011-06-30,540,UK,P6834,Clothing,1,46.51,46.51
2458,2011-05-13,540,UK,P5579,Clothing,1,13.7,13.7
2458,2011-05-13,540,UK,P9105,Electronics,-1,132.72,132.72
2458,2011-05-13,540,UK,P4524,Sports,-3,33.87,101.60999999999999
2458,2011-05-13,540,UK,P4935,Clothing,3,71.75,215.25
2459,2011-06-08,540,UK,P6071,Electronics,5,250.01,1250.05
2460,2011-07-15,541,Netherlands,P8628,Clothing,3,58.43,175.29
2460,2011-07-15,541,Netherlands,P8776,Electronics,5,78.76,393.8
2461,2011-03-13,541,Netherlands,P4003,Home,5,94.06,470.3
2461,2011-03-13,541,Netherlands,P9126,Clothing,-3,78.97,236.91
2461,2011-03-13,541,Netherlands,P1229,Home,2,69.22,138.44
2461,2011-03-13,541,Netherlands,P2633,Home,2,84.15,168.3
2462,2011-03-02,541,Netherlands,P6004,Sports,-1,68.28,68.28
2462,2011-03-02,541,Netherlands,P7250,Books,5,97.2,486.0
2462,2011-03-02,541,Netherlands,P3446,Clothing,1,74.26,74.26
2462,2011-03-02,541,Netherlands,P3782,Sports,4,93.22,372.88
2462,2011-03-02,541,Netherlands,P1520,Electronics,2,165.84,331.68
2463,2011-04-03,542,UK,P4220,Clothing,1,57.54,57.54
2463,2011-04-03,542,UK,P1163,Books,5,21.42,107.10000000000001
2463,2011-04-03,542,UK,P6128,Home,4,63.32,253.28
2463,2011-04-03,542,UK,P4987,Electronics,-1,159.09,159.09
2464,2011-03-08,542,UK,P8559,Sports,-1,66.03,66.03
2464,2011-03-08,542,UK,P4104,Clothing,5,10.9,54.5
2464,2011-03-08,542,UK,P2532,Electronics,4,102.99,411.96
2465,2011-03-01,542,UK,P9344,Sports,4,54.22,216.88
2465,2011-03-01,542,UK,P9120,Books,1,95.55,95.55
2466,2011-03-23,543,UK,P9126,Home,4,64.34,257.36
2466,2011-03-23,543,UK,P2120,Electronics,5,123.29,616.45
2466,2011-03-23,543,UK,P6019,Books,1,46.97,46.97
2467,2011-03-21,543,UK,P5940,Electronics,2,107.45,214.9
2467,2011-03-21,543,UK,P3362,Home,2,96.94,193.88
2467,2011-03-21,543,UK,P6608,Electronics,-4,90.47,361.88
2467,2011-03-21,543,UK,P5421,Clothing,2,43.47,86.94
2468,2011-02-08,543,UK,P8308,Electronics,5,12.33,61.65
2468,2011-02-08,543,UK,P1370,Books,2,29.96,59.92
2469,2011-08-11,544,UK,P3138,Home,1,52.7,52.7
2469,2011-08-11,544,UK,P8628,Books,-4,10.9,43.6
2469,2011-08-11,544,UK,P1394,Sports,3,17.63,52.89
2470,2011-08-20,544,UK,P6883,Home,3,82.69,248.07
2470,2011-08-20,544,UK,P7263,Sports,5,79.43,397.15000000000003
2471,2011-03-09,544,UK,P2809,Electronics,1,243.45,243.45
2471,2011-03-09,544,UK,P2489,Home,5,86.91,434.54999999999995
2472,2011-06-12,545,UK,P5182,Sports,5,80.46,402.29999999999995
2472,2011-06-12,545,UK,P9416,Books,5,86.1,430.5
2472,2011-06-12,545,UK,P7215,Books,2,81.92,163.84
2473,2011-03-16,545,UK,P8474,Sports,5,55.76,278.8
2474,2011-05-06,545,UK,P2451,Sports,2,30.96,61.92
2475,2011-03-05,546,UK,P3140,Home,5,86.08,430.4
2475,2011-03-05,546,UK,P1824,Electronics,4,206.8,827.2
2475,2011-03-05,546,UK,P9668,Books,5,98.27,491.34999999999997
2475,2011-03-05,546,UK,P3094,Clothing,4,24.01,96.04
2476,2011-04-16,546,UK,P8160,Home,5,30.31,151.54999999999998
2476,2011-04-16,546,UK,P1640,Home,4,29.06,116.24
2477,2011-07-04,546,UK,P9647,Electronics,2,219.55,439.1
2477,2011-07-04,546,UK,P4071,Books,3,26.82,80.46000000000001
2478,2011-02-17,547,UK,P9055,Clothing,2,99.87,199.74
2479,2011-01-10,548,UK,P4568,Home,1,85.17,85.17
2479,2011-01-10,548,UK,P9987,Electronics,-1,42.88,42.88
2479,2011-01-10,548,UK,P5779,Sports,4,85.75,343.0
2480,2011-04-20,548,UK,P9456,Electronics,-5,173.15,865.75
2480,2011-04-20,548,UK,P2474,Sports,5,91.15,455.75
2480,2011-04-20,548,UK,P1043,Electronics,3,245.61,736.83
2480,2011-04-20,548,UK,P2512,Electronics,5,66.77,333.84999999999997
2480,2011-04-20,548,UK,P3494,Books,5,16.79,83.94999999999999
2481,2011-03-08,548,UK,P9715,Books,2,32.53,65.06
2481,2011-03-08,548,UK,P1732,Sports,4,70.24,280.96
2482,2011-05-08,549,UK,P9972,Sports,1,82.45,82.45
2482,2011-05-08,549,UK,P7365,Books,4,97.06,388.24
2482,2011-05-08,549,UK,P9438,Clothing,-1,34.17,34.17
2483,2011-04-22,549,UK,P5002,Books,1,54.53,54.53
2483,2011-04-22,549,UK,P9575,Books,1,17.75,17.75
2484,2011-03-04,549,UK,P7051,Electronics,5,174.03,870.15
2484,2011-03-04,549,UK,P6063,Home,3,55.25,165.75
2484,2011-03-04,549,UK,P5256,Clothing,1,23.0,23.0
2485,2011-07-31,549,UK,P4918,Electronics,3,151.2,453.59999999999997
2486,2011-05-14,550,Germany,P5102,Books,3,10.76,32.28
2487,2011-04-11,550,Germany,P1879,Books,4,78.49,313.96
2487,2011-04-11,550,Germany,P5374,Electronics,1,204.04,204.04
2487,2011-04-11,550,Germany,P9832,Electronics,2,136.43,272.86
2488,2011-02-21,550,Germany,P9410,Clothing,2,14.76,29.52
2488,2011-02-21,550,Germany,P5734,Books,5,77.94,389.7
2488,2011-02-21,550,Germany,P7407,Electronics,2,95.97,191.94
2488,2011-02-21,550,Germany,P9205,Clothing,1,31.61,31.61
2488,2011-02-21,550,Germany,P6320,Electronics,4,39.12,156.48
2489,2011-05-26,551,UK,P4641,Books,3,26.54,79.62
2489,2011-05-26,551,UK,P5827,Home,-4,61.92,247.68
2490,2011-03-18,551,UK,P3285,Sports,1,23.94,23.94
2490,2011-03-18,551,UK,P2903,Sports,3,42.06,126.18
2491,2011-08-18,551,UK,P6363,Electronics,2,200.92,401.84
2491,2011-08-18,551,UK,P7513,Home,-5,60.41,302.04999999999995
2491,2011-08-18,551,UK,P3832,Electronics,-1,140.36,140.36
2491,2011-08-18,551,UK,P7691,Clothing,1,47.82,47.82
2492,2011-02-09,552,France,P8508,Sports,2,17.07,34.14
2492,2011-02-09,552,France,P3879,Electronics,-1,89.31,89.31
2493,2011-03-11,552,France,P2467,Sports,-4,17.01,68.04
2493,2011-03-11,552,France,P5333,Clothing,1,73.61,73.61
2494,2011-01-06,553,UK,P4676,Books,4,92.8,371.2
2494,2011-01-06,553,UK,P1753,Home,3,34.36,103.08
2494,2011-01-06,553,UK,P8205,Home,2,43.34,86.68
2494,2011-01-06,553,UK,P5912,Books,2,61.2,122.4
2495,2011-04-12,553,UK,P4876,Electronics,-5,236.93,1184.65
2496,2011-01-05,553,UK,P6064,Books,2,94.77,189.54
2496,2011-01-05,553,UK,P6729,Books,2,76.56,153.12
2496,2011-01-05,553,UK,P7714,Sports,-4,17.8,71.2
2497,2011-03-24,554,UK,P4002,Clothing,4,14.42,57.68
2498,2011-04-12,554,UK,P7347,Sports,4,27.2,108.8
2499,2011-04-01,554,UK,P2254,Clothing,2,81.15,162.3
2499,2011-04-01,554,UK,P7697,Sports,4,50.86,203.44
2499,2011-04-01,554,UK,P5416,Sports,4,37.15,148.6
2499,2011-04-01,554,UK,P2319,Sports,3,44.56,133.68
2500,2011-06-20,555,France,P7763,Clothing,-3,32.68,98.03999999999999
2501,2011-02-19,555,France,P5937,Home,5,92.87,464.35
2501,2011-02-19,555,France,P5454,Clothing,2,62.34,124.68
2501,2011-02-19,555,France,P7869,Clothing,-3,58.01,174.03
2501,2011-02-19,555,France,P2809,Books,5,63.68,318.4
2501,2011-02-19,555,France,P8091,Clothing,1,42.94,42.94
2502,2011-03-28,555,France,P3819,Home,2,82.64,165.28
2502,2011-03-28,555,France,P5528,Electronics,4,167.04,668.16
2502,2011-03-28,555,France,P2656,Home,1,20.51,20.51
2502,2011-03-28,555,France,P9957,Sports,4,21.62,86.48
2502,2011-03-28,555,France,P8595,Sports,1,58.32,58.32
2503,2011-03-27,555,France,P6527,Books,2,94.29,188.58
2504,2011-06-28,556,UK,P5542,Clothing,1,13.27,13.27
2504,2011-06-28,556,UK,P7638,Sports,4,19.17,76.68
2504,2011-06-28,556,UK,P1299,Books,3,75.56,226.68
2504,2011-06-28,556,UK,P1716,Home,1,27.97,27.97
2504,2011-06-28,556,UK,P7079,Clothing,1,43.41,43.41
2505,2011-05-10,556,UK,P4055,Home,1,55.15,55.15
2505,2011-05-10,556,UK,P7577,Clothing,1,75.29,75.29
2506,2011-03-05,556,UK,P4927,Sports,5,20.19,100.95
2506,2011-03-05,556,UK,P9277,Books,2,46.57,93.14
2506,2011-03-05,556,UK,P4319,Books,1,53.66,53.66
2507,2011-05-04,557,UK,P1810,Sports,5,82.7,413.5
2507,2011-05-04,557,UK,P1531,Electronics,1,200.11,200.11
2507,2011-05-04,557,UK,P8779,Electronics,2,173.39,346.78
2507,2011-05-04,557,UK,P9132,Electronics,2,201.41,402.82
2507,2011-05-04,557,UK,P7798,Electronics,5,145.34,726.7
2508,2011-01-21,557,UK,P6812,Books,2,22.46,44.92
2509,2011-07-04,557,UK,P5667,Electronics,5,194.82,974.0999999999999
2509,2011-07-04,557,UK,P6974,Books,5,57.22,286.1
2509,2011-07-04,557,UK,P8168,Electronics,-1,189.68,189.68
2509,2011-07-04,557,UK,P3713,Home,2,40.42,80.84
2509,2011-07-04,557,UK,P3727,Electronics,1,241.84,241.84
2510,2011-06-04,558,UK,P8667,Electronics,4,152.71,610.84
2510,2011-06-04,558,UK,P8666,Sports,1,78.07,78.07
2510,2011-06-04,558,UK,P1450,Electronics,4,219.86,879.44
2510,2011-06-04,558,UK,P8700,Sports,5,54.51,272.55
2510,2011-06-04,558,UK,P7294,Clothing,2,90.53,181.06
2511,2011-04-16,558,UK,P4714,Sports,2,34.09,68.18
2512,2011-02-21,558,UK,P1114,Books,5,46.95,234.75
2512,2011-02-21,558,UK,P9995,Clothing,3,90.87,272.61
2512,2011-02-21,558,UK,P9200,Home,3,90.66,271.98
2512,2011-02-21,558,UK,P5208,Electronics,1,71.71,71.71
2513,2011-02-21,559,Germany,P2991,Books,2,87.85,175.7
2513,2011-02-21,559,Germany,P7298,Books,-5,38.86,194.3
2514,2011-06-02,560,UK,P8735,Books,3,47.62,142.85999999999999
2514,2011-06-02,560,UK,P6841,Electronics,4,113.98,455.92
2514,2011-06-02,560,UK,P2939,Electronics,4,127.51,510.04
2515,2011-03-15,560,UK,P1899,Home,-2,22.15,44.3
2515,2011-03-15,560,UK,P3378,Electronics,4,122.75,491.0
2515,2011-03-15,560,UK,P1158,Books,-1,61.51,61.51
2515,2011-03-15,560,UK,P9563,Clothing,2,49.77,99.54
2515,2011-03-15,560,UK,P4471,Home,2,41.2,82.4
2516,2011-07-10,560,UK,P3243,Sports,5,77.18,385.90000000000003
2517,2011-05-03,561,Germany,P5938,Electronics,-2,90.41,180.82
2517,2011-05-03,561,Germany,P2222,Electronics,4,132.4,529.6
2517,2011-05-03,561,Germany,P1767,Electronics,3,222.5,667.5
2517,2011-05-03,561,Germany,P2167,Clothing,1,32.17,32.17
2517,2011-05-03,561,Germany,P7359,Books,4,15.69,62.76
2518,2011-08-15,561,Germany,P6406,Books,2,21.85,43.7
2518,2011-08-15,561,Germany,P2531,Clothing,3,87.29,261.87
2518,2011-08-15,561,Germany,P2941,Electronics,-3,188.59,565.77
2519,2011-04-29,561,Germany,P7954,Home,2,32.79,65.58
2519,2011-04-29,561,Germany,P6520,Electronics,3,173.28,519.84
2519,2011-04-29,561,Germany,P2251,Home,1,57.48,57.48
2519,2011-04-29,561,Germany,P2613,Books,4,68.99,275.96
2520,2011-03-24,561,Germany,P9155,Sports,3,30.99,92.97
2520,2011-03-24,561,Germany,P5253,Sports,1,87.8,87.8
2521,2011-03-29,561,Germany,P4720,Electronics,5,125.33,626.65
2521,2011-03-29,561,Germany,P5795,Books,1,72.47,72.47
2521,2011-03-29,561,Germany,P7927,Books,3,11.45,34.349999999999994
2521,2011-03-29,561,Germany,P6867,Books,4,43.54,174.16
2522,2011-05-27,562,UK,P6925,Electronics,5,219.08,1095.4
2522,2011-05-27,562,UK,P8875,Books,3,29.6,88.80000000000001
2523,2011-06-15,562,UK,P8973,Books,1,70.93,70.93
2523,2011-06-15,562,UK,P9684,Home,3,82.29,246.87
2524,2011-02-03,562,UK,P5943,Books,3,60.57,181.71
2524,2011-02-03,562,UK,P3966,Sports,3,76.68,230.04000000000002
2525,2011-03-22,563,UK,P7599,Home,4,61.41,245.64
2525,2011-03-22,563,UK,P9457,Clothing,4,77.09,308.36
2525,2011-03-22,563,UK,P8022,Home,1,44.11,44.11
2526,2011-05-31,563,UK,P2107,Clothing,2,37.25,74.5
2526,2011-05-31,563,UK,P9986,Clothing,3,51.34,154.02
2526,2011-05-31,563,UK,P3266,Books,4,83.62,334.48
2526,2011-05-31,563,UK,P9667,Home,5,93.69,468.45
2527,2011-05-27,563,UK,P1494,Books,-5,59.06,295.3
2527,2011-05-27,563,UK,P9574,Home,5,69.53,347.65
2527,2011-05-27,563,UK,P3889,Books,5,91.29,456.45000000000005
2527,2011-05-27,563,UK,P4855,Electronics,3,84.22,252.66
2527,2011-05-27,563,UK,P1416,Home,1,30.89,30.89
2528,2011-07-20,564,UK,P2373,Books,2,49.4,98.8
2528,2011-07-20,564,UK,P8029,Home,5,30.77,153.85
2529,2011-04-22,564,UK,P1946,Clothing,3,36.21,108.63
2529,2011-04-22,564,UK,P8591,Books,5,79.5,397.5
2529,2011-04-22,564,UK,P3601,Books,3,16.8,50.400000000000006
2530,2011-06-07,564,UK,P9633,Sports,1,84.48,84.48
2531,2011-04-03,564,UK,P3953,Clothing,4,48.49,193.96
